Source , Target , Score
MT370861.1 , MT474132.1 , 167645.0
MT259228.1 , MT474132.1 , 168107.0
MT534334.1 , MT375447.1 , 168113.0
MT412262.1 , MT474132.1 , 167536.0
MN994467.1 , MT528602.1 , 168001.0
MT358690.1 , MT474132.1 , 168031.0
MT451885.1 , MT370868.1 , 167351.0
MT163718.1 , LC547528.1 , 167711.0
MT370861.1 , MT528602.1 , 167589.0
MT259228.1 , MT528602.1 , 167955.0
MT534334.1 , MT358722.1 , 168055.0
MT412262.1 , MT528602.1 , 167428.0
MN994467.1 , MT375447.1 , 168190.0
MT358690.1 , MT528602.1 , 167980.0
MT451885.1 , MT325612.1 , 167830.0
MT163718.1 , MT370868.1 , 167315.0
MT370861.1 , MT375447.1 , 167700.0
MT259228.1 , MT375447.1 , 168122.0
MT534334.1 , LC547528.1 , 167707.0
MT412262.1 , MT375447.1 , 167663.0
MN994467.1 , MT358722.1 , 168083.0
MT358690.1 , MT375447.1 , 168060.0
MT163718.1 , MT325612.1 , 168189.0
MT451885.1 , MT499172.1 , 167828.0
MT370861.1 , MT358722.1 , 167700.0
MT259228.1 , MT358722.1 , 168076.0
MT534334.1 , MT370868.1 , 167311.0
MT412262.1 , MT358722.1 , 167673.0
MN994467.1 , LC547528.1 , 167703.0
MT358690.1 , MT358722.1 , 167974.0
MT163718.1 , MT499172.1 , 168269.0
MT451885.1 , MT533234.1 , 167832.0
MT370861.1 , LC547528.1 , 167542.0
MT259228.1 , LC547528.1 , 167716.0
MT412262.1 , LC547528.1 , 167521.0
MT534334.1 , MT325612.1 , 168116.0
MN994467.1 , MT370868.1 , 167307.0
MT358690.1 , LC547528.1 , 167643.0
MT163718.1 , MT533234.1 , 168184.0
MT451885.1 , MT509459.1 , 167694.0
MT370861.1 , MT370868.1 , 167367.0
MT412262.1 , MT370868.1 , 167059.0
MT259228.1 , MT370868.1 , 167342.0
MT534334.1 , MT499172.1 , 168128.0
MN994467.1 , MT325612.1 , 168206.0
MT358690.1 , MT370868.1 , 167247.0
MT163718.1 , MT509459.1 , 167658.0
MT451885.1 , MT370833.1 , 167351.0
MT370861.1 , MT325612.1 , 167680.0
MT412262.1 , MT325612.1 , 167599.0
MT259228.1 , MT325612.1 , 168125.0
MT534334.1 , MT533234.1 , 168123.0
MN994467.1 , MT499172.1 , 168186.0
MT358690.1 , MT325612.1 , 168049.0
MT163718.1 , MT370833.1 , 167315.0
MT451885.1 , MT375472.1 , 167675.0
MT370861.1 , MT499172.1 , 167706.0
MT412262.1 , MT499172.1 , 167669.0
MT259228.1 , MT499172.1 , 168137.0
MT534334.1 , MT509459.1 , 167654.0
MN994467.1 , MT533234.1 , 168201.0
MT358690.1 , MT499172.1 , 168061.0
MT163718.1 , MT375472.1 , 167926.0
MT451885.1 , MT358701.1 , 167813.0
MT370861.1 , MT533234.1 , 167696.0
MT412262.1 , MT533234.1 , 167615.0
MT259228.1 , MT533234.1 , 168138.0
MT534334.1 , MT370833.1 , 167311.0
MN994467.1 , MT509459.1 , 167650.0
MT358690.1 , MT533234.1 , 168056.0
MT163718.1 , MT358701.1 , 167998.0
MT451885.1 , MT339040.1 , 166138.0
MT370861.1 , MT509459.1 , 167688.0
MT412262.1 , MT509459.1 , 167398.0
MT259228.1 , MT509459.1 , 167685.0
MT534334.1 , MT375472.1 , 167822.0
MN994467.1 , MT370833.1 , 167307.0
MT163718.1 , MT339040.1 , 166547.0
MT358690.1 , MT509459.1 , 167590.0
MT451885.1 , MT568641.1 , 167797.0
MT370861.1 , MT370833.1 , 167367.0
MT412262.1 , MT370833.1 , 167059.0
MT259228.1 , MT370833.1 , 167342.0
MT534334.1 , MT358701.1 , 167993.0
MN994467.1 , MT375472.1 , 167850.0
MT358690.1 , MT370833.1 , 167247.0
MT163718.1 , MT568641.1 , 168208.0
MT451885.1 , MT450903.1 , 167822.0
MT370861.1 , MT375472.1 , 167553.0
MT259228.1 , MT375472.1 , 167835.0
MT412262.1 , MT375472.1 , 167696.0
MT534334.1 , MT339040.1 , 166436.0
MN994467.1 , MT358701.1 , 167989.0
MT163718.1 , MT450903.1 , 167911.0
MT358690.1 , MT375472.1 , 167750.0
MT451885.1 , MT325611.1 , 167842.0
MT370861.1 , MT358701.1 , 167691.0
MT259228.1 , MT358701.1 , 168002.0
MT412262.1 , MT358701.1 , 167580.0
MT534334.1 , MT568641.1 , 168144.0
MN994467.1 , MT339040.1 , 166464.0
MT358690.1 , MT358701.1 , 167933.0
MT163718.1 , MT325611.1 , 168201.0
MT451885.1 , MT345841.1 , 167771.0
MT412262.1 , MT339040.1 , 165965.0
MT370861.1 , MT339040.1 , 166002.0
MT259228.1 , MT339040.1 , 166449.0
MN994467.1 , MT568641.1 , 168221.0
MT534334.1 , MT450903.1 , 167907.0
MT358690.1 , MT339040.1 , 166355.0
MT163718.1 , MT345841.1 , 168253.0
MT451885.1 , MT276330.2 , 167762.0
MT412262.1 , MT568641.1 , 167532.0
MT370861.1 , MT568641.1 , 167661.0
MT259228.1 , MT568641.1 , 168149.0
MN994467.1 , MT450903.1 , 167903.0
MT534334.1 , MT325611.1 , 168128.0
MT358690.1 , MT568641.1 , 168113.0
MT163718.1 , MT276330.2 , 168250.0
MT451885.1 , MT451161.1 , 167737.0
MT412262.1 , MT450903.1 , 167535.0
MT370861.1 , MT450903.1 , 167686.0
MT259228.1 , MT450903.1 , 167928.0
MN994467.1 , MT325611.1 , 168218.0
MT534334.1 , MT345841.1 , 168117.0
MT358690.1 , MT450903.1 , 167843.0
MT163718.1 , MT451161.1 , 167844.0
MT451885.1 , MT446349.1 , 167568.0
MT370861.1 , MT325611.1 , 167692.0
MT412262.1 , MT325611.1 , 167611.0
MT259228.1 , MT325611.1 , 168137.0
MT534334.1 , MT276330.2 , 168125.0
MN994467.1 , MT345841.1 , 168192.0
MT358690.1 , MT325611.1 , 168061.0
MT163718.1 , MT446349.1 , 167532.0
MT451885.1 , MT499204.1 , 167819.0
MT370861.1 , MT345841.1 , 167635.0
MT412262.1 , MT345841.1 , 167578.0
MT259228.1 , MT345841.1 , 168126.0
MT534334.1 , MT451161.1 , 167774.0
MN994467.1 , MT276330.2 , 168243.0
MT163718.1 , MT499204.1 , 168276.0
MT358690.1 , MT345841.1 , 168087.0
MT451885.1 , MT419818.1 , 167406.0
MT370861.1 , MT276330.2 , 167626.0
MT412262.1 , MT276330.2 , 167545.0
MT259228.1 , MT276330.2 , 168134.0
MT534334.1 , MT446349.1 , 167528.0
MN994467.1 , MT451161.1 , 167798.0
MT163718.1 , MT419818.1 , 167404.0
MT358690.1 , MT276330.2 , 168086.0
MT451885.1 , MT263074.1 , 167805.0
MT370861.1 , MT451161.1 , 167630.0
MT412262.1 , MT451161.1 , 167349.0
MT259228.1 , MT451161.1 , 167805.0
MT534334.1 , MT499204.1 , 168119.0
MN994467.1 , MT446349.1 , 167524.0
MT358690.1 , MT451161.1 , 167738.0
MT163718.1 , MT263074.1 , 168086.0
MT451885.1 , MT252739.1 , 167775.0
MT370861.1 , MT446349.1 , 167566.0
MT259228.1 , MT446349.1 , 167559.0
MT412262.1 , MT446349.1 , 167305.0
MT534334.1 , MT419818.1 , 167400.0
MN994467.1 , MT499204.1 , 168209.0
MT358690.1 , MT446349.1 , 167464.0
MT451885.1 , MT451178.1 , 167823.0
MT163718.1 , MT252739.1 , 168087.0
MT370861.1 , MT499204.1 , 167697.0
MT412262.1 , MT499204.1 , 167660.0
MT259228.1 , MT499204.1 , 168128.0
MT534334.1 , MT263074.1 , 168072.0
MN994467.1 , MT419818.1 , 167396.0
MT358690.1 , MT499204.1 , 168052.0
MT451885.1 , MT482130.1 , 167801.0
MT163718.1 , MT451178.1 , 167841.0
MT370861.1 , MT419818.1 , 167366.0
MT412262.1 , MT419818.1 , 167285.0
MT259228.1 , MT419818.1 , 167431.0
MT534334.1 , MT252739.1 , 168017.0
MN994467.1 , MT263074.1 , 168087.0
MT358690.1 , MT419818.1 , 167336.0
MT451885.1 , MT412264.1 , 167594.0
MT163718.1 , MT482130.1 , 168064.0
MT370861.1 , MT263074.1 , 167669.0
MT412262.1 , MT263074.1 , 167532.0
MT259228.1 , MT263074.1 , 168083.0
MT534334.1 , MT451178.1 , 167837.0
MN994467.1 , MT252739.1 , 168041.0
MT358690.1 , MT263074.1 , 168013.0
MT451885.1 , MT291826.1 , 167526.0
MT163718.1 , MT412264.1 , 167651.0
MT370861.1 , MT252739.1 , 167639.0
MT412262.1 , MT252739.1 , 167514.0
MT259228.1 , MT252739.1 , 168026.0
MT534334.1 , MT482130.1 , 167948.0
MN994467.1 , MT451178.1 , 167833.0
MT358690.1 , MT252739.1 , 167981.0
MT163718.1 , MT291826.1 , 167830.0
MT370861.1 , MT451178.1 , 167687.0
MT451885.1 , MT246482.1 , 167641.0
MT412262.1 , MT451178.1 , 167478.0
MT259228.1 , MT451178.1 , 167868.0
MT534334.1 , MT412264.1 , 167647.0
MT358690.1 , MT451178.1 , 167773.0
MN994467.1 , MT482130.1 , 167976.0
MT163718.1 , MT246482.1 , 167971.0
MT370861.1 , MT482130.1 , 167665.0
MT451885.1 , MT385443.1 , 167757.0
MT412262.1 , MT482130.1 , 167652.0
MT259228.1 , MT482130.1 , 167967.0
MT534334.1 , MT291826.1 , 167714.0
MT358690.1 , MT482130.1 , 167876.0
MN994467.1 , MT412264.1 , 167643.0
MT163718.1 , MT385443.1 , 168263.0
MT370861.1 , MT412264.1 , 167511.0
MT451885.1 , MT412312.1 , 167775.0
MT412262.1 , MT412264.1 , 167572.0
MT259228.1 , MT412264.1 , 167668.0
MT534334.1 , MT246482.1 , 167809.0
MT358690.1 , MT412264.1 , 167583.0
MN994467.1 , MT291826.1 , 167770.0
MT163718.1 , MT412312.1 , 168352.0
MT370861.1 , MT291826.1 , 167472.0
MT451885.1 , MT259257.1 , 167762.0
MT412262.1 , MT291826.1 , 167543.0
MT259228.1 , MT291826.1 , 167727.0
MT534334.1 , MT385443.1 , 168120.0
MN994467.1 , MT246482.1 , 167865.0
MT358690.1 , MT291826.1 , 167670.0
MT370861.1 , MT246482.1 , 167587.0
MT163718.1 , MT259257.1 , 168152.0
MT451885.1 , MT477850.1 , 167809.0
MT412262.1 , MT246482.1 , 167602.0
MT259228.1 , MT246482.1 , 167828.0
MT534334.1 , MT412312.1 , 168129.0
MT358690.1 , MT246482.1 , 167765.0
MN994467.1 , MT385443.1 , 168190.0
MT370861.1 , MT385443.1 , 167621.0
MT163718.1 , MT477850.1 , 168103.0
MT451885.1 , MT506887.1 , 167721.0
MT412262.1 , MT385443.1 , 167576.0
MT259228.1 , MT385443.1 , 168129.0
MT534334.1 , MT259257.1 , 167989.0
MT358690.1 , MT385443.1 , 168081.0
MN994467.1 , MT412312.1 , 168239.0
MT370861.1 , MT412312.1 , 167639.0
MT451885.1 , MT259286.1 , 167816.0
MT412262.1 , MT412312.1 , 167602.0
MT163718.1 , MT506887.1 , 167671.0
MT259228.1 , MT412312.1 , 168138.0
MT534334.1 , MT477850.1 , 168108.0
MT358690.1 , MT412312.1 , 168104.0
MN994467.1 , MT259257.1 , 168045.0
MT370861.1 , MT259257.1 , 167626.0
MT451885.1 , MT451109.1 , 167657.0
MT412262.1 , MT259257.1 , 167625.0
MT163718.1 , MT259286.1 , 168072.0
MT259228.1 , MT259257.1 , 168009.0
MT534334.1 , MT506887.1 , 167667.0
MT358690.1 , MT259257.1 , 167945.0
MN994467.1 , MT477850.1 , 168104.0
MT412262.1 , MT477850.1 , 167552.0
MT370861.1 , MT477850.1 , 167673.0
MT451885.1 , MT451885.1 , 167861.0
MT163718.1 , MT451109.1 , 167855.0
MT259228.1 , MT477850.1 , 168117.0
MT534334.1 , MT259286.1 , 168032.0
MT358690.1 , MT477850.1 , 168035.0
MN994467.1 , MT506887.1 , 167663.0
MT412262.1 , MT506887.1 , 167397.0
MT370861.1 , MT506887.1 , 167687.0
MT451885.1 , MT163718.1 , 167775.0
MT163718.1 , MT451885.1 , 167775.0
MT259228.1 , MT506887.1 , 167698.0
MT534334.1 , MT451109.1 , 167855.0
MT358690.1 , MT506887.1 , 167603.0
MN994467.1 , MT259286.1 , 168060.0
MT451885.1 , MT534334.1 , 167771.0
MT412262.1 , MT259286.1 , 167627.0
MT370861.1 , MT259286.1 , 167694.0
MT163718.1 , MT163718.1 , 168387.0
MT259228.1 , MT259286.1 , 168045.0
MT534334.1 , MT451885.1 , 167771.0
MT358690.1 , MT259286.1 , 167952.0
MN994467.1 , MT451109.1 , 167856.0
MT412262.1 , MT451109.1 , 167269.0
MT451885.1 , MN994467.1 , 167767.0
MT370861.1 , MT451109.1 , 167550.0
MT163718.1 , MT534334.1 , 168129.0
MT259228.1 , MT451109.1 , 167882.0
MT534334.1 , MT163718.1 , 168129.0
MN994467.1 , MT451885.1 , 167767.0
MT358690.1 , MT451109.1 , 167787.0
MT370861.1 , MT451885.1 , 167675.0
MT412262.1 , MT451885.1 , 167423.0
MT451885.1 , MT370861.1 , 167675.0
MT163718.1 , MN994467.1 , 168231.0
MT259228.1 , MT451885.1 , 167802.0
MT534334.1 , MT534334.1 , 168208.0
MN994467.1 , MT163718.1 , 168231.0
MT358690.1 , MT451885.1 , 167707.0
MT370861.1 , MT163718.1 , 167639.0
MT412262.1 , MT163718.1 , 167602.0
MT163718.1 , MT370861.1 , 167639.0
MT451885.1 , MT259228.1 , 167802.0
MT259228.1 , MT163718.1 , 168138.0
MT534334.1 , MN994467.1 , 168130.0
MN994467.1 , MT534334.1 , 168130.0
MT358690.1 , MT163718.1 , 168090.0
MT412262.1 , MT534334.1 , 167522.0
MT370861.1 , MT534334.1 , 167635.0
MT163718.1 , MT259228.1 , 168138.0
MT451885.1 , MT412262.1 , 167423.0
MT259228.1 , MT534334.1 , 168139.0
MT534334.1 , MT370861.1 , 167635.0
MN994467.1 , MN994467.1 , 168310.0
MT370861.1 , MN994467.1 , 167631.0
MT412262.1 , MN994467.1 , 167550.0
MT358690.1 , MT534334.1 , 168053.0
MT163718.1 , MT412262.1 , 167602.0
MT451885.1 , MT358690.1 , 167707.0
MT259228.1 , MN994467.1 , 168139.0
MT534334.1 , MT259228.1 , 168139.0
MN994467.1 , MT370861.1 , 167631.0
MT370861.1 , MT370861.1 , 167715.0
MT412262.1 , MT370861.1 , 167383.0
MT358690.1 , MN994467.1 , 168134.0
MT163718.1 , MT358690.1 , 168090.0
MT451885.1 , MT451366.1 , 166747.0
MT259228.1 , MT370861.1 , 167666.0
MT534334.1 , MT412262.1 , 167522.0
MN994467.1 , MT259228.1 , 168139.0
MT358690.1 , MT370861.1 , 167571.0
MT412262.1 , MT259228.1 , 167543.0
MT370861.1 , MT259228.1 , 167666.0
MT163718.1 , MT451366.1 , 166892.0
MT451885.1 , MT252712.1 , 167573.0
MT259228.1 , MT259228.1 , 168211.0
MT534334.1 , MT358690.1 , 168053.0
MN994467.1 , MT412262.1 , 167550.0
MT358690.1 , MT259228.1 , 168058.0
MT370861.1 , MT412262.1 , 167383.0
MT412262.1 , MT412262.1 , 167977.0
MT163718.1 , MT252712.1 , 167644.0
MT451885.1 , MT252784.1 , 167742.0
MT259228.1 , MT412262.1 , 167543.0
MT534334.1 , MT451366.1 , 166827.0
MN994467.1 , MT358690.1 , 168134.0
MT358690.1 , MT412262.1 , 167450.0
MT370861.1 , MT358690.1 , 167571.0
MT412262.1 , MT358690.1 , 167450.0
MT163718.1 , MT252784.1 , 168210.0
MT451885.1 , MT534330.1 , 167768.0
MT259228.1 , MT358690.1 , 168058.0
MT534334.1 , MT252712.1 , 167640.0
MT358690.1 , MT358690.1 , 168210.0
MN994467.1 , MT451366.1 , 166851.0
MT370861.1 , MT451366.1 , 166611.0
MT412262.1 , MT451366.1 , 166402.0
MT163718.1 , MT534330.1 , 168288.0
MT451885.1 , MT412276.1 , 167786.0
MT259228.1 , MT451366.1 , 166858.0
MT534334.1 , MT252784.1 , 168053.0
MT358690.1 , MT451366.1 , 166791.0
MN994467.1 , MT252712.1 , 167636.0
MT370861.1 , MT252712.1 , 167533.0
MT412262.1 , MT252712.1 , 167506.0
MT163718.1 , MT412276.1 , 167967.0
MT451885.1 , MT375445.1 , 167824.0
MT259228.1 , MT252712.1 , 167661.0
MT534334.1 , MT534330.1 , 168179.0
MT358690.1 , MT252712.1 , 167576.0
MN994467.1 , MT252784.1 , 168139.0
MT370861.1 , MT252784.1 , 167606.0
MT412262.1 , MT252784.1 , 167569.0
MT163718.1 , MT375445.1 , 168116.0
MT451885.1 , MT558664.1 , 167819.0
MT259228.1 , MT252784.1 , 168062.0
MT534334.1 , MT412276.1 , 167962.0
MT358690.1 , MT252784.1 , 167986.0
MN994467.1 , MT534330.1 , 168221.0
MT370861.1 , MT534330.1 , 167632.0
MT412262.1 , MT534330.1 , 167595.0
MT163718.1 , MT558664.1 , 168110.0
MT451885.1 , MT263419.1 , 167721.0
MT259228.1 , MT534330.1 , 168140.0
MT534334.1 , MT375445.1 , 168004.0
MT370861.1 , MT412276.1 , 167664.0
MT358690.1 , MT534330.1 , 168064.0
MN994467.1 , MT412276.1 , 167958.0
MT412262.1 , MT412276.1 , 167535.0
MT451885.1 , MT451655.1 , 167804.0
MT163718.1 , MT263419.1 , 168082.0
MT259228.1 , MT412276.1 , 167970.0
MT534334.1 , MT558664.1 , 167994.0
MN994467.1 , MT375445.1 , 168032.0
MT370861.1 , MT375445.1 , 167702.0
MT358690.1 , MT412276.1 , 167902.0
MT451885.1 , MT438737.1 , 167784.0
MT163718.1 , MT451655.1 , 167840.0
MT412262.1 , MT375445.1 , 167665.0
MT259228.1 , MT375445.1 , 168026.0
MT534334.1 , MT263419.1 , 167900.0
MN994467.1 , MT558664.1 , 168036.0
MT370861.1 , MT558664.1 , 167697.0
MT358690.1 , MT375445.1 , 167932.0
MT451885.1 , MT326074.1 , 167814.0
MT163718.1 , MT438737.1 , 168183.0
MT412262.1 , MT558664.1 , 167684.0
MT259228.1 , MT558664.1 , 168013.0
MT534334.1 , MT451655.1 , 167836.0
MT451885.1 , MT270814.1 , 167605.0
MN994467.1 , MT263419.1 , 167956.0
MT370861.1 , MT263419.1 , 167633.0
MT358690.1 , MT558664.1 , 167936.0
MT412262.1 , MT263419.1 , 167597.0
MT163718.1 , MT326074.1 , 167977.0
MT259228.1 , MT263419.1 , 167913.0
MT534334.1 , MT438737.1 , 168147.0
MT451885.1 , MT429186.1 , 167691.0
MN994467.1 , MT451655.1 , 167832.0
MT370861.1 , MT451655.1 , 167668.0
MT358690.1 , MT263419.1 , 167856.0
MT412262.1 , MT451655.1 , 167459.0
MT163718.1 , MT270814.1 , 167594.0
MT259228.1 , MT451655.1 , 167867.0
MT534334.1 , MT326074.1 , 167973.0
MT451885.1 , LC553260.1 , 167790.0
MN994467.1 , MT438737.1 , 168196.0
MT370861.1 , MT438737.1 , 167648.0
MT358690.1 , MT451655.1 , 167772.0
MT412262.1 , MT438737.1 , 167535.0
MT163718.1 , MT429186.1 , 167655.0
MT259228.1 , MT438737.1 , 168152.0
MT534334.1 , MT270814.1 , 167590.0
MT451885.1 , MT470173.1 , 167823.0
MT370861.1 , MT326074.1 , 167692.0
MN994467.1 , MT326074.1 , 167969.0
MT358690.1 , MT438737.1 , 168080.0
MT412262.1 , MT326074.1 , 167563.0
MT163718.1 , LC553260.1 , 168194.0
MT259228.1 , MT326074.1 , 167982.0
MT534334.1 , MT429186.1 , 167651.0
MT451885.1 , MT451238.1 , 167778.0
MT370861.1 , MT270814.1 , 167525.0
MN994467.1 , MT270814.1 , 167586.0
MT358690.1 , MT326074.1 , 167909.0
MT412262.1 , MT270814.1 , 167217.0
MT163718.1 , MT470173.1 , 168291.0
MT259228.1 , MT270814.1 , 167621.0
MT534334.1 , LC553260.1 , 168074.0
MT451885.1 , MT415912.1 , 167822.0
MT370861.1 , MT429186.1 , 167685.0
MN994467.1 , MT429186.1 , 167647.0
MT358690.1 , MT270814.1 , 167526.0
MT412262.1 , MT429186.1 , 167395.0
MT163718.1 , MT451238.1 , 167760.0
MT259228.1 , MT429186.1 , 167682.0
MT534334.1 , MT470173.1 , 168134.0
MT451885.1 , MT520296.1 , 167798.0
MT370861.1 , LC553260.1 , 167654.0
MN994467.1 , LC553260.1 , 168102.0
MT358690.1 , MT429186.1 , 167587.0
MT412262.1 , LC553260.1 , 167617.0
MT163718.1 , MT415912.1 , 168187.0
MT259228.1 , LC553260.1 , 168087.0
MT534334.1 , MT451238.1 , 167756.0
MT451885.1 , MT358741.1 , 167802.0
MT370861.1 , MT470173.1 , 167687.0
MN994467.1 , MT470173.1 , 168224.0
MT358690.1 , LC553260.1 , 167993.0
MT412262.1 , MT470173.1 , 167650.0
MT163718.1 , MT520296.1 , 168121.0
MT259228.1 , MT470173.1 , 168143.0
MT534334.1 , MT415912.1 , 168074.0
MT451885.1 , MN996528.1 , 167811.0
MT370861.1 , MT451238.1 , 167685.0
MN994467.1 , MT451238.1 , 167752.0
MT358690.1 , MT470173.1 , 168067.0
MT412262.1 , MT451238.1 , 167404.0
MT163718.1 , MT358741.1 , 168153.0
MT259228.1 , MT451238.1 , 167787.0
MT534334.1 , MT520296.1 , 168104.0
MT451885.1 , MT326100.1 , 167769.0
MT370861.1 , MT415912.1 , 167700.0
MT358690.1 , MT451238.1 , 167692.0
MN994467.1 , MT415912.1 , 168116.0
MT412262.1 , MT415912.1 , 167703.0
MT163718.1 , MN996528.1 , 168283.0
MT259228.1 , MT415912.1 , 168099.0
MT534334.1 , MT358741.1 , 168098.0
MT451885.1 , MT451119.1 , 167701.0
MT370861.1 , MT520296.1 , 167662.0
MN994467.1 , MT520296.1 , 168122.0
MT358690.1 , MT415912.1 , 168007.0
MT412262.1 , MT520296.1 , 167541.0
MT163718.1 , MT326100.1 , 168218.0
MT259228.1 , MT520296.1 , 168095.0
MT534334.1 , MN996528.1 , 168174.0
MT451885.1 , MT293186.1 , 167719.0
MT370861.1 , MT358741.1 , 167680.0
MN994467.1 , MT358741.1 , 168126.0
MT358690.1 , MT520296.1 , 168031.0
MT412262.1 , MT358741.1 , 167637.0
MT163718.1 , MT451119.1 , 167742.0
MT259228.1 , MT358741.1 , 168111.0
MT534334.1 , MT326100.1 , 168052.0
MT451885.1 , MT326121.1 , 166481.0
MT370861.1 , MN996528.1 , 167675.0
MN994467.1 , MN996528.1 , 168264.0
MT358690.1 , MT358741.1 , 168017.0
MT412262.1 , MN996528.1 , 167630.0
MT163718.1 , MT293186.1 , 168177.0
MT259228.1 , MN996528.1 , 168183.0
MT534334.1 , MT451119.1 , 167738.0
MT451885.1 , MT325629.1 , 167822.0
MT370861.1 , MT326100.1 , 167633.0
MN994467.1 , MT326100.1 , 168108.0
MT358690.1 , MN996528.1 , 168107.0
MT412262.1 , MT326100.1 , 167596.0
MT163718.1 , MT326121.1 , 166809.0
MT259228.1 , MT326100.1 , 168065.0
MT534334.1 , MT293186.1 , 168023.0
MT451885.1 , MT534305.1 , 167774.0
MT370861.1 , MT451119.1 , 167603.0
MN994467.1 , MT451119.1 , 167734.0
MT358690.1 , MT326100.1 , 168000.0
MT412262.1 , MT451119.1 , 167313.0
MT163718.1 , MT325629.1 , 168195.0
MT259228.1 , MT451119.1 , 167769.0
MT534334.1 , MT326121.1 , 166634.0
MT451885.1 , MT459883.1 , 167764.0
MT370861.1 , MT293186.1 , 167583.0
MN994467.1 , MT293186.1 , 168079.0
MT358690.1 , MT451119.1 , 167674.0
MT412262.1 , MT293186.1 , 167546.0
MT163718.1 , MT534305.1 , 168141.0
MT259228.1 , MT293186.1 , 168036.0
MT534334.1 , MT325629.1 , 168122.0
MT451885.1 , MT510728.1 , 167777.0
MT370861.1 , MT326121.1 , 166427.0
MN994467.1 , MT326121.1 , 166690.0
MT412262.1 , MT326121.1 , 166636.0
MT358690.1 , MT293186.1 , 167970.0
MT163718.1 , MT459883.1 , 167892.0
MT259228.1 , MT326121.1 , 166656.0
MT534334.1 , MT534305.1 , 168149.0
MT451885.1 , MT451044.1 , 167682.0
MT370861.1 , MT325629.1 , 167686.0
MN994467.1 , MT325629.1 , 168212.0
MT358690.1 , MT326121.1 , 166590.0
MT412262.1 , MT325629.1 , 167605.0
MT163718.1 , MT510728.1 , 168325.0
MT259228.1 , MT325629.1 , 168131.0
MT534334.1 , MT459883.1 , 167888.0
MT451885.1 , MT325580.1 , 167828.0
MT370861.1 , MT534305.1 , 167638.0
MN994467.1 , MT534305.1 , 168142.0
MT412262.1 , MT534305.1 , 167525.0
MT358690.1 , MT325629.1 , 168055.0
MT163718.1 , MT451044.1 , 167788.0
MT259228.1 , MT534305.1 , 168142.0
MT534334.1 , MT510728.1 , 168140.0
MT451885.1 , MT477845.1 , 167793.0
MT370861.1 , MT459883.1 , 167628.0
MN994467.1 , MT459883.1 , 167884.0
MT358690.1 , MT534305.1 , 168065.0
MT412262.1 , MT459883.1 , 167382.0
MT163718.1 , MT325580.1 , 168201.0
MT259228.1 , MT459883.1 , 167919.0
MT534334.1 , MT451044.1 , 167723.0
MT451885.1 , MT451101.1 , 167771.0
MT370861.1 , MT510728.1 , 167641.0
MN994467.1 , MT510728.1 , 168258.0
MT412262.1 , MT510728.1 , 167604.0
MT358690.1 , MT459883.1 , 167816.0
MT259228.1 , MT510728.1 , 168149.0
MT163718.1 , MT477845.1 , 168087.0
MT534334.1 , MT325580.1 , 168128.0
MT451885.1 , MT019532.1 , 167811.0
MT370861.1 , MT451044.1 , 167584.0
MN994467.1 , MT451044.1 , 167747.0
MT412262.1 , MT451044.1 , 167294.0
MT358690.1 , MT510728.1 , 168101.0
MT259228.1 , MT451044.1 , 167754.0
MT163718.1 , MT451101.1 , 167760.0
MT534334.1 , MT477845.1 , 168092.0
MT451885.1 , MT252696.1 , 167700.0
MT370861.1 , MT325580.1 , 167692.0
MN994467.1 , MT325580.1 , 168218.0
MT412262.1 , MT325580.1 , 167611.0
MT358690.1 , MT451044.1 , 167687.0
MT259228.1 , MT325580.1 , 168137.0
MT163718.1 , MT019532.1 , 168279.0
MT534334.1 , MT451101.1 , 167756.0
MT451885.1 , MT326091.1 , 166859.0
MT370861.1 , MT477845.1 , 167657.0
MN994467.1 , MT477845.1 , 168088.0
MT358690.1 , MT325580.1 , 168061.0
MT412262.1 , MT477845.1 , 167536.0
MT163718.1 , MT252696.1 , 167813.0
MT259228.1 , MT477845.1 , 168101.0
MT534334.1 , MT019532.1 , 168174.0
MT451885.1 , MT482132.1 , 167819.0
MT370861.1 , MT451101.1 , 167664.0
MT358690.1 , MT477845.1 , 168019.0
MN994467.1 , MT451101.1 , 167752.0
MT412262.1 , MT451101.1 , 167383.0
MT259228.1 , MT451101.1 , 167787.0
MT163718.1 , MT326091.1 , 167158.0
MT534334.1 , MT252696.1 , 167809.0
MT451885.1 , MT322405.1 , 167828.0
MT370861.1 , MT019532.1 , 167675.0
MT358690.1 , MT451101.1 , 167692.0
MT412262.1 , MT019532.1 , 167626.0
MN994467.1 , MT019532.1 , 168264.0
MT259228.1 , MT019532.1 , 168183.0
MT534334.1 , MT326091.1 , 167042.0
MT163718.1 , MT482132.1 , 168096.0
MT370861.1 , MT252696.1 , 167660.0
MT451885.1 , MT457391.1 , 167117.0
MT358690.1 , MT019532.1 , 168107.0
MT412262.1 , MT252696.1 , 167581.0
MN994467.1 , MT252696.1 , 167805.0
MT534334.1 , MT482132.1 , 168055.0
MT259228.1 , MT252696.1 , 167818.0
MT163718.1 , MT322405.1 , 168271.0
MT370861.1 , MT326091.1 , 166805.0
MT451885.1 , MT326132.1 , 167816.0
MT358690.1 , MT252696.1 , 167745.0
MT412262.1 , MT326091.1 , 166972.0
MN994467.1 , MT326091.1 , 167070.0
MT259228.1 , MT326091.1 , 167055.0
MT534334.1 , MT322405.1 , 168119.0
