Source , Target , Score
MT358681.1 , MT293218.1 , 167919.0
MT460117.1 , MT385419.1 , 168217.0
MT450918.1 , MT481906.1 , 167782.0
MT451581.1 , MT506532.1 , 167820.0
MT520331.1 , MT326065.1 , 168105.0
MT451002.1 , MT385419.1 , 167840.0
MT520427.1 , MT481906.1 , 167794.0
MT292575.1 , MT326065.1 , 167671.0
MT358681.1 , MT252739.1 , 167932.0
MT450918.1 , MT358748.1 , 168126.0
MT460117.1 , MT481906.1 , 167747.0
MT451581.1 , MT326065.1 , 167834.0
MT520331.1 , MT385419.1 , 168110.0
MT520427.1 , MT358748.1 , 168095.0
MT451002.1 , MT481906.1 , 167804.0
MT292575.1 , MT385419.1 , 167675.0
MT358681.1 , MT506532.1 , 167855.0
MT460117.1 , MT358748.1 , 168030.0
MT450918.1 , MT252802.1 , 167501.0
MT451581.1 , MT385419.1 , 167813.0
MT520331.1 , MT481906.1 , 167786.0
MT520427.1 , MT252802.1 , 167497.0
MT451002.1 , MT358748.1 , 167877.0
MT292575.1 , MT481906.1 , 167677.0
MT358681.1 , MT326065.1 , 167954.0
MT460117.1 , MT252802.1 , 167566.0
MT450918.1 , MT375430.1 , 168116.0
MT451581.1 , MT481906.1 , 167745.0
MT520331.1 , MT358748.1 , 168075.0
MT292575.1 , MT358748.1 , 167712.0
MT451002.1 , MT252802.1 , 167384.0
MT520427.1 , MT375430.1 , 168119.0
MT358681.1 , MT385419.1 , 167933.0
MT450918.1 , MT449644.1 , 168085.0
MT460117.1 , MT375430.1 , 168054.0
MT451581.1 , MT358748.1 , 167875.0
MT520331.1 , MT252802.1 , 167477.0
MT451002.1 , MT375430.1 , 167867.0
MT292575.1 , MT252802.1 , 167315.0
MT520427.1 , MT449644.1 , 168160.0
MT358681.1 , MT481906.1 , 167776.0
MT450918.1 , MT370836.1 , 167400.0
MT460117.1 , MT449644.1 , 168172.0
MT451581.1 , MT252802.1 , 167361.0
MT520331.1 , MT375430.1 , 168099.0
MT520427.1 , MT370836.1 , 167412.0
MT451002.1 , MT449644.1 , 167861.0
MT292575.1 , MT375430.1 , 167702.0
MT358681.1 , MT358748.1 , 167991.0
MT460117.1 , MT370836.1 , 167351.0
MT450918.1 , MT451192.1 , 167808.0
MT451581.1 , MT375430.1 , 167865.0
MT292575.1 , MT449644.1 , 167696.0
MT520331.1 , MT449644.1 , 168131.0
MT451002.1 , MT370836.1 , 167408.0
MT520427.1 , MT451192.1 , 167820.0
MT358681.1 , MT252802.1 , 167437.0
MT460117.1 , MT451192.1 , 167784.0
MT450918.1 , LC528233.1 , 168001.0
MT451581.1 , MT449644.1 , 167834.0
MT451002.1 , MT451192.1 , 167841.0
MT292575.1 , MT370836.1 , 167392.0
MT520331.1 , MT370836.1 , 167404.0
MT520427.1 , LC528233.1 , 168181.0
MT358681.1 , MT375430.1 , 167999.0
MT460117.1 , LC528233.1 , 168172.0
MT450918.1 , MT251977.1 , 167815.0
MT451581.1 , MT370836.1 , 167363.0
MT520331.1 , MT451192.1 , 167812.0
MT451002.1 , LC528233.1 , 167861.0
MT520427.1 , MT251977.1 , 167727.0
MT292575.1 , MT451192.1 , 167705.0
MT358681.1 , MT449644.1 , 167954.0
MT460117.1 , MT251977.1 , 167805.0
MT450918.1 , MT263421.1 , 168002.0
MT451581.1 , MT451192.1 , 167771.0
MT451002.1 , MT251977.1 , 167614.0
MT520427.1 , MT263421.1 , 168072.0
MT520331.1 , LC528233.1 , 168131.0
MT292575.1 , LC528233.1 , 167696.0
MT358681.1 , MT370836.1 , 167394.0
MT460117.1 , MT263421.1 , 168129.0
MT450918.1 , MT325625.1 , 167954.0
MT451581.1 , LC528233.1 , 167834.0
MT451002.1 , MT263421.1 , 167778.0
MT520427.1 , MT325625.1 , 168134.0
MT520331.1 , MT251977.1 , 167707.0
MT292575.1 , MT251977.1 , 167545.0
MT358681.1 , MT451192.1 , 167802.0
MT460117.1 , MT325625.1 , 168153.0
MT450918.1 , MT451115.1 , 167830.0
MT451581.1 , MT251977.1 , 167591.0
MT451002.1 , MT325625.1 , 167814.0
MT520427.1 , MT451115.1 , 168018.0
MT292575.1 , MT263421.1 , 167613.0
MT520331.1 , MT263421.1 , 168022.0
MT358681.1 , LC528233.1 , 167958.0
MT460117.1 , MT451115.1 , 167947.0
MT450918.1 , MT474127.1 , 166746.0
MT451581.1 , MT263421.1 , 167751.0
MT451002.1 , MT451115.1 , 167838.0
MT520427.1 , MT474127.1 , 166902.0
MT292575.1 , MT325625.1 , 167649.0
MT520331.1 , MT325625.1 , 168084.0
MT358681.1 , MT251977.1 , 167667.0
MT460117.1 , MT474127.1 , 166984.0
MT450918.1 , MT451668.1 , 167872.0
MT451581.1 , MT325625.1 , 167787.0
MT451002.1 , MT474127.1 , 166638.0
MT520427.1 , MT451668.1 , 168071.0
MT292575.1 , MT451115.1 , 167699.0
MT520331.1 , MT451115.1 , 167991.0
MT358681.1 , MT263421.1 , 167871.0
MT460117.1 , MT451668.1 , 168014.0
MT450918.1 , MT509489.1 , 167698.0
MT451581.1 , MT451115.1 , 167789.0
MT451002.1 , MT451668.1 , 167877.0
MT520427.1 , MT509489.1 , 167696.0
MT292575.1 , MT474127.1 , 166473.0
MT520331.1 , MT474127.1 , 166886.0
MT358681.1 , MT325625.1 , 167907.0
MT460117.1 , MT509489.1 , 167635.0
MT450918.1 , MT106053.1 , 168012.0
MT451581.1 , MT474127.1 , 166611.0
MT451002.1 , MT509489.1 , 167692.0
MT520427.1 , MT106053.1 , 168192.0
MT292575.1 , MT451668.1 , 167712.0
MT520331.1 , MT451668.1 , 168033.0
MT358681.1 , MT451115.1 , 167864.0
MT460117.1 , MT106053.1 , 168183.0
MT450918.1 , MT252677.1 , 168068.0
MT451581.1 , MT451668.1 , 167831.0
MT451002.1 , MT106053.1 , 167872.0
MT520427.1 , MT252677.1 , 168072.0
MT292575.1 , MT509489.1 , 167676.0
MT520331.1 , MT509489.1 , 167688.0
MT358681.1 , MT474127.1 , 166731.0
MT460117.1 , MT252677.1 , 168150.0
MT450918.1 , MT159710.2 , 168010.0
MT451581.1 , MT509489.1 , 167647.0
MT520427.1 , MT159710.2 , 168190.0
MT451002.1 , MT252677.1 , 167840.0
MT292575.1 , MT106053.1 , 167707.0
MT520331.1 , MT106053.1 , 168142.0
MT358681.1 , MT451668.1 , 167906.0
MT460117.1 , MT159710.2 , 168181.0
MT450918.1 , MT415322.1 , 168029.0
MT451581.1 , MT106053.1 , 167845.0
MT520427.1 , MT415322.1 , 168091.0
MT451002.1 , MT159710.2 , 167870.0
MT520331.1 , MT252677.1 , 168052.0
MT292575.1 , MT252677.1 , 167675.0
MT358681.1 , MT509489.1 , 167678.0
MT460117.1 , MT415322.1 , 168103.0
MT450918.1 , MT457390.1 , 167244.0
MT451581.1 , MT252677.1 , 167813.0
MT520427.1 , MT457390.1 , 167376.0
MT451002.1 , MT415322.1 , 167807.0
MT292575.1 , MT159710.2 , 167705.0
MT520331.1 , MT159710.2 , 168140.0
MT358681.1 , MT106053.1 , 167965.0
MT460117.1 , MT457390.1 , 167331.0
MT450918.1 , MT325578.1 , 167974.0
MT451581.1 , MT159710.2 , 167843.0
MT520427.1 , MT325578.1 , 168154.0
MT451002.1 , MT457390.1 , 167072.0
MT292575.1 , MT415322.1 , 167642.0
MT520331.1 , MT415322.1 , 168062.0
MT358681.1 , MT252677.1 , 167933.0
MT460117.1 , MT325578.1 , 168211.0
MT450918.1 , MT450918.1 , 168145.0
MT451581.1 , MT415322.1 , 167780.0
MT520427.1 , MT450918.1 , 168013.0
MT451002.1 , MT325578.1 , 167834.0
MT292575.1 , MT457390.1 , 166916.0
MT520331.1 , MT457390.1 , 167342.0
MT358681.1 , MT159710.2 , 167963.0
MT450918.1 , MT520427.1 , 168013.0
MT460117.1 , MT450918.1 , 167948.0
MT451581.1 , MT457390.1 , 167045.0
MT520427.1 , MT520427.1 , 168232.0
MT451002.1 , MT450918.1 , 167864.0
MT292575.1 , MT325578.1 , 167669.0
MT520331.1 , MT325578.1 , 168104.0
MT358681.1 , MT415322.1 , 167900.0
MT451581.1 , MT325578.1 , 167807.0
MT450918.1 , MT451002.1 , 167864.0
MT460117.1 , MT520427.1 , 168135.0
MT520427.1 , MT451002.1 , 167876.0
MT292575.1 , MT450918.1 , 167699.0
MT451002.1 , MT520427.1 , 167876.0
MT520331.1 , MT450918.1 , 167993.0
MT358681.1 , MT457390.1 , 167174.0
MT451581.1 , MT450918.1 , 167862.0
MT450918.1 , MT460117.1 , 167948.0
MT460117.1 , MT451002.1 , 167840.0
MT520427.1 , MT460117.1 , 168135.0
MT292575.1 , MT520427.1 , 167711.0
MT451002.1 , MT451002.1 , 167897.0
MT520331.1 , MT520427.1 , 168171.0
MT358681.1 , MT325578.1 , 167927.0
MT460117.1 , MT460117.1 , 168217.0
MT451581.1 , MT520427.1 , 167874.0
MT450918.1 , MT520331.1 , 167993.0
MT520427.1 , MT520331.1 , 168171.0
MT292575.1 , MT451002.1 , 167732.0
MT358681.1 , MT450918.1 , 167942.0
MT451002.1 , MT460117.1 , 167840.0
MT520331.1 , MT451002.1 , 167868.0
MT460117.1 , MT520331.1 , 168110.0
MT451581.1 , MT451002.1 , 167823.0
MT450918.1 , MT292575.1 , 167699.0
MT520427.1 , MT292575.1 , 167711.0
MT358681.1 , MT520427.1 , 167994.0
MT292575.1 , MT460117.1 , 167675.0
MT520331.1 , MT460117.1 , 168110.0
MT451002.1 , MT520331.1 , 167868.0
MT460117.1 , MT292575.1 , 167675.0
MT451581.1 , MT460117.1 , 167813.0
MT450918.1 , MT451581.1 , 167862.0
MT520427.1 , MT451581.1 , 167874.0
MT358681.1 , MT451002.1 , 167858.0
MT292575.1 , MT520331.1 , 167703.0
MT451002.1 , MT292575.1 , 167732.0
MT520331.1 , MT520331.1 , 168188.0
MT451581.1 , MT520331.1 , 167866.0
MT460117.1 , MT451581.1 , 167813.0
MT450918.1 , MT358681.1 , 167942.0
MT520427.1 , MT358681.1 , 167994.0
MT358681.1 , MT460117.1 , 167933.0
MT292575.1 , MT292575.1 , 167750.0
MT520331.1 , MT292575.1 , 167703.0
MT451002.1 , MT451581.1 , 167823.0
MT460117.1 , MT358681.1 , 167933.0
MT451581.1 , MT292575.1 , 167662.0
MT450918.1 , MT326048.1 , 168118.0
MT520427.1 , MT326048.1 , 168063.0
MT358681.1 , MT520331.1 , 167986.0
MT520331.1 , MT451581.1 , 167866.0
MT292575.1 , MT451581.1 , 167662.0
MT451002.1 , MT358681.1 , 167858.0
MT451581.1 , MT451581.1 , 167920.0
MT460117.1 , MT326048.1 , 167998.0
MT450918.1 , MT435081.1 , 167815.0
MT520427.1 , MT435081.1 , 167827.0
MT451002.1 , MT326048.1 , 167873.0
MT358681.1 , MT292575.1 , 167693.0
MT292575.1 , MT358681.1 , 167693.0
MT520331.1 , MT358681.1 , 167986.0
MT451581.1 , MT358681.1 , 167856.0
MT460117.1 , MT435081.1 , 167766.0
MT450918.1 , MT558658.1 , 167952.0
MT520427.1 , MT558658.1 , 168151.0
MT292575.1 , MT326048.1 , 167708.0
MT451002.1 , MT435081.1 , 167823.0
MT358681.1 , MT451581.1 , 167856.0
MT520331.1 , MT326048.1 , 168043.0
MT451581.1 , MT326048.1 , 167871.0
MT460117.1 , MT558658.1 , 168083.0
MT450918.1 , MT370841.1 , 167294.0
MT520427.1 , MT370841.1 , 167306.0
MT292575.1 , MT435081.1 , 167696.0
MT451581.1 , MT435081.1 , 167778.0
MT520331.1 , MT435081.1 , 167819.0
MT451002.1 , MT558658.1 , 167864.0
MT358681.1 , MT358681.1 , 168018.0
MT460117.1 , MT370841.1 , 167350.0
MT450918.1 , MT429185.1 , 167702.0
MT520427.1 , MT429185.1 , 167714.0
MT292575.1 , MT558658.1 , 167699.0
MT358681.1 , MT326048.1 , 167978.0
MT520331.1 , MT558658.1 , 168113.0
MT451581.1 , MT558658.1 , 167848.0
MT451002.1 , MT370841.1 , 167327.0
MT460117.1 , MT429185.1 , 167653.0
MT450918.1 , MT506540.1 , 167879.0
MT520427.1 , MT506540.1 , 167891.0
MT292575.1 , MT370841.1 , 167311.0
MT358681.1 , MT435081.1 , 167809.0
MT520331.1 , MT370841.1 , 167298.0
MT451581.1 , MT370841.1 , 167257.0
MT451002.1 , MT429185.1 , 167710.0
MT460117.1 , MT506540.1 , 167830.0
MT450918.1 , MT506649.1 , 167904.0
MT520427.1 , MT506649.1 , 167916.0
MT292575.1 , MT429185.1 , 167694.0
MT520331.1 , MT429185.1 , 167706.0
MT358681.1 , MT558658.1 , 167968.0
MT451581.1 , MT429185.1 , 167665.0
MT451002.1 , MT506540.1 , 167882.0
MT450918.1 , MT477904.1 , 168136.0
MT460117.1 , MT506649.1 , 167855.0
MT520427.1 , MT477904.1 , 168197.0
MT292575.1 , MT506540.1 , 167717.0
MT358681.1 , MT370841.1 , 167288.0
MT520331.1 , MT506540.1 , 167883.0
MT451581.1 , MT506540.1 , 167838.0
MT451002.1 , MT506649.1 , 167874.0
MT450918.1 , MT450963.1 , 167856.0
MT460117.1 , MT477904.1 , 168132.0
MT520427.1 , MT450963.1 , 167868.0
MT292575.1 , MT506649.1 , 167713.0
MT358681.1 , MT429185.1 , 167696.0
MT520331.1 , MT506649.1 , 167908.0
MT451581.1 , MT506649.1 , 167867.0
MT451002.1 , MT477904.1 , 167873.0
MT450918.1 , MT451162.1 , 167813.0
MT460117.1 , MT450963.1 , 167807.0
MT520427.1 , MT451162.1 , 167825.0
MT292575.1 , MT477904.1 , 167708.0
MT520331.1 , MT477904.1 , 168168.0
MT358681.1 , MT506540.1 , 167873.0
MT451581.1 , MT477904.1 , 167871.0
MT451002.1 , MT450963.1 , 167864.0
MT450918.1 , MT511076.1 , 168085.0
MT460117.1 , MT451162.1 , 167789.0
MT520427.1 , MT511076.1 , 168153.0
MT292575.1 , MT450963.1 , 167708.0
MT358681.1 , MT506649.1 , 167898.0
MT520331.1 , MT450963.1 , 167860.0
MT451581.1 , MT450963.1 , 167819.0
MT450918.1 , MT482133.1 , 167408.0
MT451002.1 , MT451162.1 , 167846.0
MT460117.1 , MT511076.1 , 168102.0
MT520427.1 , MT482133.1 , 167607.0
MT292575.1 , MT451162.1 , 167720.0
MT358681.1 , MT477904.1 , 167991.0
MT520331.1 , MT451162.1 , 167817.0
MT451581.1 , MT451162.1 , 167776.0
MT450918.1 , MT534314.1 , 168065.0
MT460117.1 , MT482133.1 , 167550.0
MT451002.1 , MT511076.1 , 167866.0
MT292575.1 , MT511076.1 , 167701.0
MT520427.1 , MT534314.1 , 168161.0
MT358681.1 , MT450963.1 , 167850.0
MT520331.1 , MT511076.1 , 168113.0
MT451581.1 , MT511076.1 , 167839.0
MT450918.1 , MT350278.1 , 167975.0
MT460117.1 , MT534314.1 , 168152.0
MT451002.1 , MT482133.1 , 167316.0
MT292575.1 , MT482133.1 , 167151.0
MT520427.1 , MT350278.1 , 168155.0
MT358681.1 , MT451162.1 , 167807.0
MT520331.1 , MT482133.1 , 167569.0
MT451581.1 , MT482133.1 , 167289.0
MT450918.1 , MT325617.1 , 168037.0
MT460117.1 , MT350278.1 , 168212.0
MT451002.1 , MT534314.1 , 167841.0
MT292575.1 , MT534314.1 , 167676.0
MT520427.1 , MT325617.1 , 168217.0
MT358681.1 , MT511076.1 , 167959.0
MT520331.1 , MT534314.1 , 168111.0
MT451581.1 , MT534314.1 , 167814.0
MT450918.1 , MT533235.1 , 167450.0
MT451002.1 , MT350278.1 , 167835.0
MT460117.1 , MT325617.1 , 168156.0
MT292575.1 , MT350278.1 , 167670.0
MT520427.1 , MT533235.1 , 167462.0
MT358681.1 , MT482133.1 , 167409.0
MT520331.1 , MT350278.1 , 168105.0
MT451581.1 , MT350278.1 , 167808.0
MT450918.1 , MT483702.1 , 167422.0
MT451002.1 , MT325617.1 , 167897.0
MT460117.1 , MT533235.1 , 167506.0
MT292575.1 , MT325617.1 , 167732.0
MT520427.1 , MT483702.1 , 167434.0
MT358681.1 , MT534314.1 , 167934.0
MT520331.1 , MT325617.1 , 168167.0
MT451581.1 , MT325617.1 , 167870.0
MT450918.1 , MT325568.1 , 167967.0
MT460117.1 , MT483702.1 , 167387.0
MT451002.1 , MT533235.1 , 167445.0
MT292575.1 , MT533235.1 , 167346.0
MT520427.1 , MT325568.1 , 168147.0
MT358681.1 , MT350278.1 , 167928.0
MT451581.1 , MT533235.1 , 167413.0
MT520331.1 , MT533235.1 , 167454.0
MT450918.1 , MT520377.1 , 167976.0
MT451002.1 , MT483702.1 , 167444.0
MT460117.1 , MT325568.1 , 168204.0
MT292575.1 , MT483702.1 , 167355.0
MT520427.1 , MT520377.1 , 168014.0
MT358681.1 , MT325617.1 , 167990.0
MT451581.1 , MT483702.1 , 167385.0
MT520331.1 , MT483702.1 , 167426.0
MT450918.1 , MT467263.1 , 167771.0
MT451002.1 , MT325568.1 , 167827.0
MT460117.1 , MT520377.1 , 167953.0
MT292575.1 , MT325568.1 , 167662.0
MT520427.1 , MT467263.1 , 167783.0
MT358681.1 , MT533235.1 , 167444.0
MT451581.1 , MT325568.1 , 167800.0
MT520331.1 , MT325568.1 , 168097.0
MT450918.1 , MT470127.1 , 168089.0
MT451002.1 , MT520377.1 , 167882.0
MT460117.1 , MT467263.1 , 167736.0
MT292575.1 , MT520377.1 , 167717.0
MT520427.1 , MT470127.1 , 168185.0
MT358681.1 , MT483702.1 , 167416.0
MT451581.1 , MT520377.1 , 167880.0
MT520331.1 , MT520377.1 , 168006.0
MT451002.1 , MT467263.1 , 167793.0
MT450918.1 , MT461668.1 , 168117.0
MT460117.1 , MT470127.1 , 168124.0
MT520427.1 , MT461668.1 , 168076.0
MT292575.1 , MT467263.1 , 167666.0
MT520331.1 , MT467263.1 , 167775.0
MT358681.1 , MT325568.1 , 167920.0
MT451581.1 , MT467263.1 , 167734.0
MT451002.1 , MT470127.1 , 167865.0
MT450918.1 , MT506201.1 , 167949.0
MT520427.1 , MT506201.1 , 167921.0
MT460117.1 , MT461668.1 , 168011.0
MT292575.1 , MT470127.1 , 167700.0
MT358681.1 , MT520377.1 , 167982.0
MT520331.1 , MT470127.1 , 168135.0
MT451581.1 , MT470127.1 , 167838.0
MT451002.1 , MT461668.1 , 167864.0
MT450918.1 , MT326104.1 , 167794.0
MT460117.1 , MT506201.1 , 167856.0
MT292575.1 , MT461668.1 , 167699.0
MT520427.1 , MT326104.1 , 167806.0
MT358681.1 , MT467263.1 , 167765.0
MT520331.1 , MT461668.1 , 168054.0
MT451581.1 , MT461668.1 , 167862.0
MT451002.1 , MT506201.1 , 167845.0
MT450918.1 , MT472626.1 , 168025.0
MT292575.1 , MT506201.1 , 167717.0
MT520427.1 , MT472626.1 , 168205.0
MT460117.1 , MT326104.1 , 167888.0
MT520331.1 , MT506201.1 , 167901.0
MT358681.1 , MT470127.1 , 167958.0
MT451581.1 , MT506201.1 , 167832.0
MT451002.1 , MT326104.1 , 167725.0
MT450918.1 , MT438744.1 , 167959.0
MT292575.1 , MT326104.1 , 167656.0
MT520427.1 , MT438744.1 , 168146.0
MT460117.1 , MT472626.1 , 168144.0
MT520331.1 , MT326104.1 , 167798.0
MT358681.1 , MT461668.1 , 167978.0
MT451581.1 , MT326104.1 , 167702.0
MT451002.1 , MT472626.1 , 167885.0
MT450918.1 , MT371047.1 , 168042.0
MT292575.1 , MT472626.1 , 167720.0
MT520427.1 , MT371047.1 , 168129.0
MT460117.1 , MT438744.1 , 168162.0
MT520331.1 , MT472626.1 , 168155.0
MT358681.1 , MT506201.1 , 167867.0
MT451581.1 , MT472626.1 , 167858.0
MT451002.1 , MT438744.1 , 167851.0
MT450918.1 , MT345885.1 , 168092.0
MT292575.1 , MT438744.1 , 167686.0
MT520427.1 , MT345885.1 , 168033.0
MT460117.1 , MT371047.1 , 168120.0
MT520331.1 , MT438744.1 , 168121.0
MT358681.1 , MT326104.1 , 167778.0
MT451581.1 , MT438744.1 , 167824.0
MT451002.1 , MT371047.1 , 167818.0
MT450918.1 , MT246452.1 , 168028.0
MT292575.1 , MT371047.1 , 167653.0
MT520427.1 , MT246452.1 , 168156.0
MT460117.1 , MT345885.1 , 167968.0
MT358681.1 , MT472626.1 , 167978.0
MT520331.1 , MT371047.1 , 168079.0
MT451581.1 , MT371047.1 , 167791.0
MT451002.1 , MT345885.1 , 167862.0
MT450918.1 , MT412302.1 , 168085.0
MT292575.1 , MT345885.1 , 167697.0
MT520427.1 , MT412302.1 , 168125.0
MT460117.1 , MT246452.1 , 168213.0
MT358681.1 , MT438744.1 , 167944.0
MT451581.1 , MT345885.1 , 167860.0
MT520331.1 , MT345885.1 , 168013.0
MT451002.1 , MT246452.1 , 167836.0
MT450918.1 , MT558657.1 , 168066.0
MT292575.1 , MT246452.1 , 167671.0
MT520427.1 , MT558657.1 , 168141.0
MT460117.1 , MT412302.1 , 168085.0
MT358681.1 , MT371047.1 , 167911.0
MT451581.1 , MT246452.1 , 167809.0
MT520331.1 , MT246452.1 , 168106.0
MT451002.1 , MT412302.1 , 167874.0
MT450918.1 , MT412275.1 , 167879.0
MT520427.1 , MT412275.1 , 167931.0
MT460117.1 , MT558657.1 , 168085.0
MT292575.1 , MT412302.1 , 167709.0
MT358681.1 , MT345885.1 , 167978.0
MT451581.1 , MT412302.1 , 167847.0
MT520331.1 , MT412302.1 , 168105.0
MT451002.1 , MT558657.1 , 167846.0
MT450918.1 , MT375466.1 , 168052.0
MT460117.1 , MT412275.1 , 168013.0
MT520427.1 , MT375466.1 , 167994.0
MT292575.1 , MT558657.1 , 167681.0
MT358681.1 , MT246452.1 , 167929.0
MT451581.1 , MT558657.1 , 167830.0
MT520331.1 , MT558657.1 , 168107.0
MT451002.1 , MT412275.1 , 167810.0
MT450918.1 , MT450905.1 , 168076.0
MT460117.1 , MT375466.1 , 167929.0
MT520427.1 , MT450905.1 , 167988.0
MT292575.1 , MT412275.1 , 167645.0
MT358681.1 , MT412302.1 , 167967.0
MT451581.1 , MT412275.1 , 167783.0
MT520331.1 , MT412275.1 , 167923.0
MT451002.1 , MT375466.1 , 167799.0
MT450918.1 , MT252792.1 , 168023.0
MT460117.1 , MT450905.1 , 167937.0
MT520427.1 , MT252792.1 , 167932.0
MT292575.1 , MT375466.1 , 167634.0
MT358681.1 , MT558657.1 , 167950.0
MT451581.1 , MT375466.1 , 167797.0
MT520331.1 , MT375466.1 , 167974.0
MT451002.1 , MT450905.1 , 167876.0
MT450918.1 , MT385437.1 , 168092.0
MT460117.1 , MT252792.1 , 167892.0
MT520427.1 , MT385437.1 , 168163.0
MT292575.1 , MT450905.1 , 167711.0
MT358681.1 , MT412275.1 , 167907.0
MT451581.1 , MT450905.1 , 167860.0
MT520331.1 , MT450905.1 , 167968.0
MT451002.1 , MT252792.1 , 167812.0
MT450918.1 , MT263406.1 , 168102.0
MT460117.1 , MT385437.1 , 168098.0
MT520427.1 , MT263406.1 , 168085.0
MT292575.1 , MT252792.1 , 167727.0
MT358681.1 , MT375466.1 , 167914.0
MT451581.1 , MT252792.1 , 167789.0
MT520331.1 , MT252792.1 , 167912.0
MT451002.1 , MT385437.1 , 167843.0
MT450918.1 , MT470161.1 , 168111.0
MT460117.1 , MT263406.1 , 168020.0
MT520427.1 , MT470161.1 , 168207.0
MT292575.1 , MT385437.1 , 167678.0
MT358681.1 , MT450905.1 , 167934.0
MT451581.1 , MT385437.1 , 167841.0
MT520331.1 , MT385437.1 , 168138.0
MT451002.1 , MT263406.1 , 167855.0
MT460117.1 , MT470161.1 , 168135.0
MT450918.1 , MT252804.1 , 168053.0
MT520427.1 , MT252804.1 , 167999.0
MT292575.1 , MT263406.1 , 167690.0
MT358681.1 , MT252792.1 , 167865.0
MT520331.1 , MT263406.1 , 168065.0
MT451581.1 , MT263406.1 , 167853.0
MT460117.1 , MT252804.1 , 168077.0
MT451002.1 , MT470161.1 , 167876.0
MT450918.1 , MT439271.1 , 167898.0
MT520427.1 , MT439271.1 , 168045.0
MT292575.1 , MT470161.1 , 167711.0
MT358681.1 , MT385437.1 , 167961.0
MT520331.1 , MT470161.1 , 168157.0
MT451581.1 , MT470161.1 , 167860.0
MT460117.1 , MT439271.1 , 167984.0
MT451002.1 , MT252804.1 , 167825.0
MT450918.1 , MT449664.1 , 167963.0
MT520427.1 , MT449664.1 , 168146.0
MT292575.1 , MT252804.1 , 167660.0
MT358681.1 , MT263406.1 , 167972.0
MT520331.1 , MT252804.1 , 167979.0
MT451581.1 , MT252804.1 , 167798.0
MT451002.1 , MT439271.1 , 167868.0
MT460117.1 , MT449664.1 , 168162.0
MT450918.1 , MT459874.1 , 167837.0
MT520427.1 , MT459874.1 , 167926.0
MT292575.1 , MT439271.1 , 167703.0
MT358681.1 , MT470161.1 , 167980.0
MT520331.1 , MT439271.1 , 168037.0
MT451002.1 , MT449664.1 , 167855.0
MT451581.1 , MT439271.1 , 167857.0
MT460117.1 , MT459874.1 , 167890.0
MT450918.1 , MT568637.1 , 167949.0
MT520427.1 , MT568637.1 , 168132.0
MT292575.1 , MT449664.1 , 167690.0
MT358681.1 , MT252804.1 , 167905.0
MT451581.1 , MT449664.1 , 167828.0
MT520331.1 , MT449664.1 , 168125.0
MT451002.1 , MT459874.1 , 167870.0
MT460117.1 , MT568637.1 , 168148.0
MT450918.1 , MT457399.1 , 167974.0
MT520427.1 , MT457399.1 , 168101.0
MT292575.1 , MT459874.1 , 167714.0
MT358681.1 , MT439271.1 , 167932.0
MT520331.1 , MT459874.1 , 167918.0
MT451581.1 , MT459874.1 , 167796.0
MT460117.1 , MT457399.1 , 168113.0
MT451002.1 , MT568637.1 , 167853.0
MT450918.1 , MT551606.1 , 167908.0
MT520427.1 , MT551606.1 , 167997.0
MT292575.1 , MT568637.1 , 167688.0
MT358681.1 , MT449664.1 , 167948.0
MT520331.1 , MT568637.1 , 168119.0
MT451581.1 , MT568637.1 , 167826.0
MT451002.1 , MT457399.1 , 167802.0
MT460117.1 , MT551606.1 , 167950.0
MT450918.1 , MT459844.1 , 167785.0
MT520427.1 , MT459844.1 , 167874.0
MT292575.1 , MT457399.1 , 167637.0
MT358681.1 , MT459874.1 , 167870.0
MT520331.1 , MT457399.1 , 168072.0
MT451581.1 , MT457399.1 , 167775.0
MT451002.1 , MT551606.1 , 167850.0
MT460117.1 , MT459844.1 , 167890.0
MT450918.1 , MT252680.1 , 167812.0
MT520427.1 , MT252680.1 , 167824.0
MT292575.1 , MT551606.1 , 167685.0
MT358681.1 , MT568637.1 , 167946.0
MT520331.1 , MT551606.1 , 167989.0
MT451002.1 , MT459844.1 , 167818.0
MT451581.1 , MT551606.1 , 167834.0
MT460117.1 , MT252680.1 , 167906.0
MT450918.1 , MT246474.1 , 168016.0
MT520427.1 , MT246474.1 , 168106.0
MT292575.1 , MT459844.1 , 167662.0
MT358681.1 , MT457399.1 , 167895.0
MT451002.1 , MT252680.1 , 167743.0
MT520331.1 , MT459844.1 , 167866.0
MT451581.1 , MT459844.1 , 167744.0
MT460117.1 , MT246474.1 , 168179.0
MT450918.1 , MT510721.1 , 166822.0
MT520427.1 , MT510721.1 , 166834.0
MT292575.1 , MT252680.1 , 167658.0
MT358681.1 , MT551606.1 , 167941.0
MT451002.1 , MT246474.1 , 167828.0
MT520331.1 , MT252680.1 , 167816.0
MT451581.1 , MT252680.1 , 167720.0
MT460117.1 , MT510721.1 , 166850.0
MT450918.1 , MT520204.1 , 168023.0
MT520427.1 , MT520204.1 , 168193.0
MT292575.1 , MT246474.1 , 167663.0
MT358681.1 , MT459844.1 , 167818.0
MT451002.1 , MT510721.1 , 166855.0
MT520331.1 , MT246474.1 , 168072.0
MT451581.1 , MT246474.1 , 167801.0
MT460117.1 , MT520204.1 , 168128.0
